Query,Response,Category
0xDD,The error 0xDD (ERROR_CHECKOUT_REQUIRED) means the file must be checked out before saving changes. This typically occurs when a file is in a version control system that requires checking out before editing.,Windows Error
0xDE,The error 0xDE (ERROR_BAD_FILE_TYPE) occurs when the file type being saved or retrieved has been blocked. Ensure the file format is supported or adjust the security settings to allow the file type.,Windows Error
0xDF,The error 0xDF (ERROR_FILE_TOO_LARGE) indicates that the file size exceeds the limit allowed and cannot be saved. Consider reducing the file size or adjusting the system settings to increase the file size limit.,Windows Error
0xE0,The error 0xE0 (ERROR_FORMS_AUTH_REQUIRED) means access is denied. Before opening files in this location you must add the website to your trusted sites list and log in with the option to login automatically.,Windows Error
0xE1,The error 0xE1 (ERROR_VIRUS_INFECTED) indicates that the operation did not complete successfully because the file contains a virus or potentially unwanted software. Scan the file for viruses and remove any threats.,Windows Error
0xE2,The error 0xE2 (ERROR_VIRUS_DELETED) means the file has been removed from the location due to containing a virus or potentially unwanted software. The file was deleted automatically to protect the system.,Windows Error
0xE5,The error 0xE5 (ERROR_PIPE_LOCAL) indicates that the pipe is local. A local pipe is a communication channel used within the same system and cannot be accessed remotely.,Windows Error
0xE6,The error 0xE6 (ERROR_BAD_PIPE) means the pipe state is invalid. This occurs when the pipe is not in a state that allows the requested operation. Ensure the pipe is properly initialized and ready for use.,Windows Error
0xE7,The error 0xE7 (ERROR_PIPE_BUSY) means all pipe instances are busy. Wait for the pipe to become available or increase the number of instances if needed.,Windows Error
0xE8,The error 0xE8 (ERROR_NO_DATA) means the pipe is being closed and there is no data available. Check if the pipe is still open and if data is being transmitted correctly.,Windows Error
0xE9,The error 0xE9 (ERROR_PIPE_NOT_CONNECTED) occurs when no process is on the other end of the pipe. Ensure the pipe is properly connected to the recipient process.,Windows Error
0xEA,The error 0xEA (ERROR_MORE_DATA) indicates that more data is available. This error typically occurs when reading data from a pipe or socket and indicates that the buffer is not large enough to hold the data.,Windows Error
0xF0,The error 0xF0 (ERROR_VC_DISCONNECTED) means the session was canceled. This could occur if a network connection is lost or the process is terminated unexpectedly.,Windows Error
0xFE,The error 0xFE (ERROR_INVALID_EA_NAME) means the specified extended attribute (EA) name is invalid. Check the EA name and ensure it complies with system naming conventions.,Windows Error
0xFF,The error 0xFF (ERROR_EA_LIST_INCONSISTENT) indicates that the extended attributes (EA) are inconsistent. This could be caused by a corruption in the EA list requiring a repair or reconfiguration.,Windows Error
0x102,The error 0x102 (WAIT_TIMEOUT) means the wait operation timed out. This typically happens when a process or thread waits for a resource but does not get access within the specified time limit.,Windows Error
0x103,The error 0x103 (ERROR_NO_MORE_ITEMS) indicates that there are no more items available. This often occurs when iterating over a collection or reading from a file and no more data can be retrieved.,Windows Error
0x10A,The error 0x10A (ERROR_CANNOT_COPY) means the copy functions cannot be used. This could be due to insufficient permissions file locks or other issues preventing copying.,Windows Error
0x10B,The error 0x10B (ERROR_DIRECTORY) means the directory name is invalid. Ensure that the directory path is correct and follows the system's naming conventions.,Windows Error
0x113,The error 0x113 (ERROR_EAS_DIDNT_FIT) occurs when the extended attributes do not fit in the buffer. Increase the buffer size or adjust the attributes to fit the available space.,Windows Error
0x114,The error 0x114 (ERROR_EA_FILE_CORRUPT) means the extended attribute file on the mounted file system is corrupt. Repair or replace the EA file to resolve this error.,Windows Error
0x115,The error 0x115 (ERROR_EA_TABLE_FULL) means the extended attribute table file is full. Consider removing unused extended attributes or increasing the available space for extended attributes.,Windows Error
0x116,ERROR_INVALID_EA_HANDLE: The specified extended attribute (EA) handle is invalid. Ensure the handle is valid and corresponds to an existing extended attribute.,Extended Attributes
0x11A,ERROR_EAS_NOT_SUPPORTED: The mounted file system does not support extended attributes. Use a file system that supports extended attributes or avoid using EAs.,Extended Attributes
0x120,ERROR_NOT_OWNER: An attempt was made to release a mutex not owned by the caller. Ensure the correct ownership of the mutex before attempting to release it.,Mutex
0x12A,ERROR_TOO_MANY_POSTS: Too many posts were made to a semaphore. Limit the number of posts to resolve this issue.,Semaphore
0x12B,ERROR_PARTIAL_COPY: Only part of a memory read or write operation was completed. Check the buffer size or memory access settings.,Memory Operations
0x12C,ERROR_OPLOCK_NOT_GRANTED: The oplock request was denied possibly because the resource is already in use. Retry the operation when the resource becomes available.,Oplocks
0x12D,ERROR_INVALID_OPLOCK_PROTOCOL: An invalid oplock acknowledgment was received by the system. This occurs when there is a mismatch or error in the oplock protocol.,Oplocks
0x12E,ERROR_DISK_TOO_FRAGMENTED: The volume is too fragmented to complete the operation. Run disk defragmentation to resolve this issue.,Disk Management
0x12F,ERROR_DELETE_PENDING: The file cannot be opened because it is in the process of being deleted. Wait until the deletion process is complete before accessing the file.,File Operations
0x130,ERROR_INCOMPATIBLE_WITH_GLOBAL_SHORT_NAME_REGISTRY_SETTING: Short name settings cannot be changed on this volume due to the global registry setting. Adjust the registry setting if short names are required.,File System
0x131,ERROR_SHORT_NAMES_NOT_ENABLED_ON_VOLUME: Short names are not enabled on the volume. Enable short names if necessary by adjusting the volume settings.,File System
0x132,ERROR_SECURITY_STREAM_IS_INCONSISTENT: The security stream for the given volume is in an inconsistent state. Running CHKDSK on the volume may resolve this inconsistency.,Security
0x133,ERROR_INVALID_LOCK_RANGE: The requested file lock operation cannot be processed due to an invalid byte range. Ensure the range for the lock is valid and within the bounds of the file.,File Operations
0x134,ERROR_IMAGE_SUBSYSTEM_NOT_PRESENT: The subsystem needed to support the image type is not present. This could indicate missing system components or configuration issues preventing the application from running.,System Configuration
0x135,ERROR_NOTIFICATION_GUID_ALREADY_DEFINED: The specified file already has a notification GUID associated with it. Ensure that the file does not have duplicate GUIDs and try again.,GUID/Notifications
0x136,ERROR_INVALID_EXCEPTION_HANDLER: An invalid exception handler routine has been detected. This may occur if there is an issue with how exceptions are being handled in the system or application.,Exception Handling
